#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Goemon's Great Adventure (USA);Goemon's Great Adventure (USA);Nintendo 64;;1999;Konami;Platform;;;;;0;;;;;
Golden Nugget 64 (USA);Golden Nugget 64 (USA);Nintendo 64;;1998;Electronic Arts;Casino;;;;;0;;;;;
Harvest Moon 64 (USA);Harvest Moon 64 (USA);Nintendo 64;;1999;Natsume;Strategy;;;;;0;;;;;
Hercules - The Legendary Journeys (USA);Hercules - The Legendary Journeys (USA);Nintendo 64;;2000;Titus Software;Adventure;;;;;0;;;;;
Hexen (USA);Hexen (USA);Nintendo 64;;1997;GT Interactive;Shooter;;;;;0;;;;;
Hey You, Pikachu! (USA);Hey You, Pikachu! (USA);Nintendo 64;;2000;Nintendo;Adventure;;;;;0;;;;;
Hot Wheels - Turbo Racing (USA);Hot Wheels - Turbo Racing (USA);Nintendo 64;;1999;Electronic Arts;Driving;;;;;0;;;;;
Hybrid Heaven (USA);Hybrid Heaven (USA);Nintendo 64;;1999;Konami;Role-Playing;;;;;0;;;;;
Hydro Thunder (USA);Hydro Thunder (USA);Nintendo 64;;2000;Midway;Water;;;;;0;;;;;
Iggy's Reckin' Balls (USA);Iggy's Reckin' Balls (USA);Nintendo 64;;1998;Acclaim;Driving;;;;;0;;;;;
In-Fisherman - Bass Hunter 64 (USA);In-Fisherman - Bass Hunter 64 (USA);Nintendo 64;;1999;Take-Two Interactive;Fishing/Sports;;;;;0;;;;;
Indiana Jones and the Infernal Machine (USA);Indiana Jones and the Infernal Machine (USA);Nintendo 64;;2000;LucasArts;Adventure;;;;;0;;;;;
Indy Racing 2000 (USA);Indy Racing 2000 (USA);Nintendo 64;;2000;Infogrames;Driving;;;;;0;;;;;
International Superstar Soccer '98 (USA);International Superstar Soccer '98 (USA);Nintendo 64;;1998;Konami;Soccer/Sports;;;;;0;;;;;
International Superstar Soccer 2000 (USA) (En,Es);International Superstar Soccer 2000 (USA) (En,Es);Nintendo 64;;2000;Konami;Soccer/Sports;;;;;0;;;;;
International Superstar Soccer 64 (USA);International Superstar Soccer 64 (USA);Nintendo 64;;1997;Konami;Soccer/Sports;;;;;0;;;;;
International Track & Field 2000 (USA);International Track & Field 2000 (USA);Nintendo 64;;2000;Konami;Olympic/Sports;;;;;0;;;;;
Jeopardy! (USA);Jeopardy! (USA);Nintendo 64;;1998;GameTek;Game Show;;;;;0;;;;;
Jeremy McGrath Supercross 2000 (USA);Jeremy McGrath Supercross 2000 (USA);Nintendo 64;;2000;Acclaim;Motorcycle;;;;;0;;;;;
Jet Force Gemini (USA);Jet Force Gemini (USA);Nintendo 64;;1999;Rare Ltd.;Shooter;;;;;0;;;;;
John Romero's Daikatana (USA);John Romero's Daikatana (USA);Nintendo 64;;2000;Kemco;Shooter;;;;;0;;;;;
