#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Pinball Jam (USA, Europe);Pinball Jam (USA, Europe);Atari Lynx;;1992;Atari;Pinball;;;;;0;;;;;
Pit Fighter - The Ultimate Competition (USA, Europe);Pit Fighter - The Ultimate Competition (USA, Europe);Atari Lynx;;1992;Atari;Fighter;;;;;0;;;;;
Power Factor (USA, Europe);Power Factor (USA, Europe);Atari Lynx;;1992;HandMade Software;Action;;;;;0;;;;;
Qix (USA, Europe);Qix (USA, Europe);Atari Lynx;;1991;Knight Technologies;Puzzle;;;;;0;;;;;
Raiden (USA) (v3.0);Raiden (USA) (v3.0);Atari Lynx;;1997;Fabtek;Shoot-'Em-Up;;;;;0;;;;;
Rampage (USA, Europe);Rampage (USA, Europe);Atari Lynx;;1990;Atari;Action;;;;;0;;;;;
Rampart (USA, Europe);Rampart (USA, Europe);Atari Lynx;;1992;Atari;Action;;;;;0;;;;;
RoadBlasters (USA, Europe);RoadBlasters (USA, Europe);Atari Lynx;;1990;Atari;Driving;;;;;0;;;;;
Robo-Squash (USA, Europe);Robo-Squash (USA, Europe);Atari Lynx;;1990;Atari;Sports;;;;;0;;;;;
Robotron 2084 (USA, Europe);Robotron 2084 (USA, Europe);Atari Lynx;;1991;Shadowsoft;Shoot-'Em-Up;;;;;0;;;;;
Rygar - Legendary Warrior (USA, Europe);Rygar - Legendary Warrior (USA, Europe);Atari Lynx;;1990;Tecmo;Platform;;;;;0;;;;;
S.T.U.N. Runner (USA, Europe);S.T.U.N. Runner (USA, Europe);Atari Lynx;;1991;Atari;Driving;;;;;0;;;;;
Scrapyard Dog (USA, Europe);Scrapyard Dog (USA, Europe);Atari Lynx;;1991;Creative Software Designs;Platform;;;;;0;;;;;
Shadow of the Beast (USA, Europe);Shadow of the Beast (USA, Europe);Atari Lynx;;1992;Digital Developments;Platform;;;;;0;;;;;
Shanghai (USA, Europe);Shanghai (USA, Europe);Atari Lynx;;1990;Atari;Puzzle;;;;;0;;;;;
Steel Talons (USA, Europe);Steel Talons (USA, Europe);Atari Lynx;;1992;NuFX;Flying;;;;;0;;;;;
Super Asteroids, Missile Command (USA, Europe);Super Asteroids, Missile Command (USA, Europe);Atari Lynx;;1995;Atari;Shoot-'Em-Up/Shooter;;;;;0;;;;;
Super Off-Road (USA, Europe);Super Off-Road (USA, Europe);Atari Lynx;;1993;Telegames;Driving;;;;;0;;;;;
Super Skweek (USA, Europe);Super Skweek (USA, Europe);Atari Lynx;;1991;Loriciel;Puzzle;;;;;0;;;;;
Switchblade II (USA, Europe);Switchblade II (USA, Europe);Atari Lynx;;1992;Gremlin Graphics;Platform;;;;;0;;;;;
Todd's Adventures in Slime World (USA, Europe);Todd's Adventures in Slime World (USA, Europe);Atari Lynx;;1990;Epyx;Action;;;;;0;;;;;
Toki (USA, Europe);Toki (USA, Europe);Atari Lynx;;1992;Tad;Platform;;;;;0;;;;;
Tournament Cyberball (USA, Europe);Tournament Cyberball (USA, Europe);Atari Lynx;;1991;Atari;Sports;;;;;0;;;;;
Turbo Sub (USA, Europe);Turbo Sub (USA, Europe);Atari Lynx;;1991;Atari;Shooter;;;;;0;;;;;
Viking Child (USA, Europe);Viking Child (USA, Europe);Atari Lynx;;1991;Imagitec Design;Action;;;;;0;;;;;
Warbirds (USA, Europe);Warbirds (USA, Europe);Atari Lynx;;1991;Atari;Simulation;;;;;0;;;;;
World Class Soccer (USA, Europe);World Class Soccer (USA, Europe);Atari Lynx;;1992;Atari;Sports/Soccer;;;;;0;;;;;
Xenophobe (USA, Europe);Xenophobe (USA, Europe);Atari Lynx;;1990;Atari;Action;;;;;0;;;;;
Xybots (USA, Europe);Xybots (USA, Europe);Atari Lynx;;1991;Tengen;Action;;;;;0;;;;;
Zarlor Mercenary (USA, Europe);Zarlor Mercenary (USA, Europe);Atari Lynx;;1990;Epyx;Action;;;;;0;;;;;
