#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
General Re-Treat (Europe);General Re-Treat (Europe);Atari 2600;Custer's Revenge (USA);1982;PlayAround - J.H.M.;Mature;;;;;0;;;;;
Ghost Manor (USA);Ghost Manor (USA);Atari 2600;;1983;Xonox - K-Tel Software - Beck-Tech;Action;;;;;0;;;;;
Ghostbusters (USA);Ghostbusters (USA);Atari 2600;;1985;Activision;Action;;;;;0;;;;;
Ghostbusters II (Europe);Ghostbusters II (Europe);Atari 2600;;1992;Salu - Avantgarde Software;Action;;;;;0;;;;;
Gigolo (USA);Gigolo (USA);Atari 2600;Cathouse Blues (Australia);1982;PlayAround - J.H.M.;Mature;;;;;0;;;;;
Gingerbread Man (USA) (Unl);Gingerbread Man (USA) (Unl);Atari 2600;;2007;AtariAge - Fred Quimby;Action;;;;;0;;;;;
Glacier Patrol (USA);Glacier Patrol (USA);Atari 2600;;1989;Telesys;Shoot-'Em-Up;;;;;0;;;;;
Glib - Video Word Game (USA);Glib - Video Word Game (USA);Atari 2600;;1983;Selchow & Righter - QDI;Board Games;;;;;0;;;;;
Go Fish! (USA) (Unl);Go Fish! (USA) (Unl);Atari 2600;;2005;AtariAge - Bob & Tommy Montgomery;Action;;;;;0;;;;;
Go Go Home Monster (Europe);Go Go Home Monster (Europe);Atari 2600;;1983;Homevision - Gem International Corp.;Maze;;;;;0;;;;;
GoSub (USA) (Unl);GoSub (USA) (Unl);Atari 2600;;2007;AtariAge - Chris Read, Micheal Rideout & Fred Quimby;Maze;;;;;0;;;;;
Golf (USA);Golf (USA);Atari 2600;;1980;Atari;Sports/Golf;;;;;0;;;;;
Gopher (USA);Gopher (USA);Atari 2600;;1983;U.S. Games Corporation;Action;;;;;0;;;;;
Gorf (USA);Gorf (USA);Atari 2600;;1982;CBS Electronics;Shoot-'Em-Up;;;;;0;;;;;
Grand Prix (USA);Grand Prix (USA);Atari 2600;;1982;Activision;Driving;;;;;0;;;;;
Gravitar (USA);Gravitar (USA);Atari 2600;;1983;Atari;Shooter;;;;;0;;;;;
Gremlins (USA);Gremlins (USA);Atari 2600;;1984;Atari;Action;;;;;0;;;;;
Grover's Music Maker (USA) (Proto);Grover's Music Maker (USA) (Proto);Atari 2600;;1983;Atari;Miscellaneous;;;;;0;;;;;
Guardian (USA);Guardian (USA);Atari 2600;;1982;Apollo;Shoot-'Em-Up;;;;;0;;;;;
Gunfight (USA) (Unl);Gunfight (USA) (Unl);Atari 2600;;2001;XYPE & AtariAge - Manuel Rotschkar;Shooter;;;;;0;;;;;
Gyruss (USA);Gyruss (USA);Atari 2600;;1984;Parker Brothers;Shoot-'Em-Up;;;;;0;;;;;
H.E.R.O. (USA);H.E.R.O. (USA);Atari 2600;;1984;Activision;Action;;;;;0;;;;;
Halloween (USA);Halloween (USA);Atari 2600;;1983;Wizard Video Games;Action;;;;;0;;;;;
Halo 2600 (USA) (Unl);Halo 2600 (USA) (Unl);Atari 2600;;2010;CGE - Ed Fries;Shooter;;;;;0;;;;;
Hangman (USA);Hangman (USA);Atari 2600;;1978;Atari;Puzzle;;;;;0;;;;;
Harem (USA);Harem (USA);Atari 2600;;1982;Multivision;Mature;;;;;0;;;;;
Haunted House (USA);Haunted House (USA);Atari 2600;;1981;Atari;Adventure;;;;;0;;;;;
Holey Moley (USA) (Proto);Holey Moley (USA) (Proto);Atari 2600;;1983;Atari;Action;;;;;0;;;;;
Home Run (USA);Home Run (USA);Atari 2600;;1978;Atari;Sports/Baseball;;;;;0;;;;;
Human Cannonball (USA);Human Cannonball (USA);Atari 2600;;1978;Atari;Shooter;;;;;0;;;;;
Hunchy II (USA) (Unl);Hunchy II (USA) (Unl);Atari 2600;;2005;AtariAge - Chris Walton;Adventure;;;;;0;;;;;
Hunt & Score (USA);Hunt & Score (USA);Atari 2600;;1978;Atari;Puzzle;;;;;0;;;;;
I Project (Europe) (Unl);I Project (Europe) (Unl);Atari 2600;;2008;AtariAge - Simon Quernhorst;Action;;;;;0;;;;;
INV (USA) (Unl);INV (USA) (Unl);Atari 2600;;1998;AtariAge - Erik Mooney & Piero Cavina;Shoot-'Em-Up;;;;;0;;;;;
INV+ (USA) (Unl);INV+ (USA) (Unl);Atari 2600;;2004;AtariAge - Erik Mooney & Piero Cavina;Shoot-'Em-Up;;;;;0;;;;;
IQ 180 (Europe);IQ 180 (Europe);Atari 2600;;1983;Homevision - Gem International Corp.;Puzzle;;;;;0;;;;;
Ice Hockey (USA);Ice Hockey (USA);Atari 2600;;1981;Activision;Sports/Hockey;;;;;0;;;;;
Ikari Warriors (USA);Ikari Warriors (USA);Atari 2600;;1989;Atari;Shooter;;;;;0;;;;;
Immies & Aggies (USA) (Proto);Immies & Aggies (USA) (Proto);Atari 2600;;1983;ZiMAG - Emag - Vidco;Shooter;;;;;0;;;;;
Inca Gold - Spider Monster (Europe);Inca Gold - Spider Monster (Europe);Atari 2600;;1982;Funvision - Fund. International Co.;Platform;;;;;0;;;;;
Incoming! (USA) (Unl);Incoming! (USA) (Unl);Atari 2600;;2010;AtariAge - Ben Larson;Action;;;;;0;;;;;
Indy 500 (USA);Indy 500 (USA);Atari 2600;;1977;Atari;Driving;;;;;0;;;;;
Infiltrate (USA);Infiltrate (USA);Atari 2600;;1981;Apollo - Games by Apollo;Platform;;;;;0;;;;;
Innerspace (USA) (Proto);Innerspace (USA) (Proto);Atari 2600;;1983;VentureVision;Shoot-'Em-Up;;;;;0;;;;;
International Soccer (USA);International Soccer (USA);Atari 2600;;1982;M Network;Sports/Soccer;;;;;0;;;;;
Ixion (USA) (Proto);Ixion (USA) (Proto);Atari 2600;;1984;Sega;Shooter;;;;;0;;;;;
James Bond 007 (USA);James Bond 007 (USA);Atari 2600;;1983;Parker Brothers;Shoot-'Em-Up;;;;;0;;;;;
Jammed (USA) (Unl);Jammed (USA) (Unl);Atari 2600;;2001;XYPE & AtariAge - Thomas Jentzch;Board Games;;;;;0;;;;;
Jawbreaker (USA);Jawbreaker (USA);Atari 2600;;1982;Tigervision;Maze;;;;;0;;;;;
Journey Escape (USA);Journey Escape (USA);Atari 2600;;1982;Data Age;Action;;;;;0;;;;;
Joust (USA);Joust (USA);Atari 2600;;1983;Atari - GCC;Platform;;;;;0;;;;;
JoustPong (USA) (Unl);JoustPong (USA) (Unl);Atari 2600;;2004;AtariAge - Kirk Israel;Ball & Paddle;;;;;0;;;;;
Jr. Pac-Man (USA);Jr. Pac-Man (USA);Atari 2600;;1986;Atari - GCC;Maze;;;;;0;;;;;
Jungle Fever (USA);Jungle Fever (USA);Atari 2600;Jungle Fever (Australia);1982;PlayAround - J.H.M.;Mature;;;;;0;;;;;
Jungle Hunt (USA);Jungle Hunt (USA);Atari 2600;;1983;Atari - GCC;Action;;;;;0;;;;;
Juno First (USA) (Unl);Juno First (USA) (Unl);Atari 2600;;2008;AtariAge - Chris Walton;Shoot-'Em-Up;;;;;0;;;;;
K.O. Cruiser (USA) (Unl);K.O. Cruiser (USA) (Unl);Atari 2600;;2010;AtariAge - Devin D. Cook;Sports/Boxing;;;;;0;;;;;
Kabobber (USA) (Proto);Kabobber (USA) (Proto);Atari 2600;;1983;Activision;Action;;;;;0;;;;;
Kaboom! (USA);Kaboom! (USA);Atari 2600;;1981;Activision;Action;;;;;0;;;;;
Kamikaze Saucers (USA) (Proto);Kamikaze Saucers (USA) (Proto);Atari 2600;;1983;Syncro;Shoot-'Em-Up;;;;;0;;;;;
Kangaroo (USA);Kangaroo (USA);Atari 2600;;1983;Atari - GCC;Platform;;;;;0;;;;;
Karate (USA);Karate (USA);Atari 2600;;1982;Ultravision;Fighter;;;;;0;;;;;
Keystone Kapers (USA);Keystone Kapers (USA);Atari 2600;;1983;Activision;Platform;;;;;0;;;;;
Killer Satellites (USA);Killer Satellites (USA);Atari 2600;;1983;Starpath Corporation;Shoot-'Em-Up;;;;;0;;;;;
King Kong (USA);King Kong (USA);Atari 2600;;1982;Tigervision;Platform;;;;;0;;;;;
Klax (Europe);Klax (Europe);Atari 2600;;1990;Atari - Axlon;Puzzle;;;;;0;;;;;
Knight on the Town (USA);Knight on the Town (USA);Atari 2600;Knight on the Town (Australia);1982;PlayAround - J.H.M.;Mature;;;;;0;;;;;
Kool-Aid Man (USA);Kool-Aid Man (USA);Atari 2600;;1983;M Network - Kool Aid;Action;;;;;0;;;;;
Krull (USA);Krull (USA);Atari 2600;;1983;Atari;Action;;;;;0;;;;;
Kung-Fu Master (USA);Kung-Fu Master (USA);Atari 2600;;1987;Activision;Beat-'Em-Up;;;;;0;;;;;
Lady Bug (USA) (Unl);Lady Bug (USA) (Unl);Atari 2600;;2006;AtariAge - John W. Champeau;Maze;;;;;0;;;;;
Lady in Wading (USA);Lady in Wading (USA);Atari 2600;Knight on the Town (Australia);1982;PlayAround - J.H.M.;Mature;;;;;0;;;;;
Laser Blast (USA);Laser Blast (USA);Atari 2600;;1981;Activision;Shooter;;;;;0;;;;;
Laser Gates (USA);Laser Gates (USA);Atari 2600;;1983;Imagic;Shoot-'Em-Up;;;;;0;;;;;
Lasercade (USA) (Proto);Lasercade (USA) (Proto);Atari 2600;;1983;20th Century Fox Video Games - Videa;Shooter;;;;;0;;;;;
Last Starfighter, The (USA) (Proto);Last Starfighter, The (USA) (Proto);Atari 2600;;1984;Atari;Shooter;;;;;0;;;;;
Lead (USA) (Unl);Lead (USA) (Unl);Atari 2600;;2008;AtariAge - Simone Serra;Shooter;;;;;0;;;;;
Lilly Adventure (Europe);Lilly Adventure (Europe);Atari 2600;;1983;Homevision - Gem International Corp.;Platform;;;;;0;;;;;
Lochjaw (USA);Lochjaw (USA);Atari 2600;;1981;Apollo - Games by Apollo;Maze;;;;;0;;;;;
Lock 'n' Chase (USA);Lock 'n' Chase (USA);Atari 2600;;1982;M Network - INTV;Maze;;;;;0;;;;;
London Blitz (USA);London Blitz (USA);Atari 2600;;1983;Avalon Hill;Maze;;;;;0;;;;;
Looping (USA) (Proto);Looping (USA) (Proto);Atari 2600;;1983;Coleco;Action;;;;;0;;;;;
Lord of the Rings, The - Fellowship of the Ring (USA) (Unl);Lord of the Rings, The - Fellowship of the Ring (USA) (Unl);Atari 2600;;2002;IntroComp 2002 - Adan Thornton;Adventure;;;;;0;;;;;
Lord of the Rings, The - Journey to Rivendell (USA) (Proto);Lord of the Rings, The - Journey to Rivendell (USA) (Proto);Atari 2600;;1983;Parker Brothers;Adventure;;;;;0;;;;;
Lost Luggage (USA);Lost Luggage (USA);Atari 2600;;1981;Apollo - Games by Apollo;Action;;;;;0;;;;;
Lunar Lander (USA);Lunar Lander (USA);Atari 2600;;2004;Curt Vendel;Action;;;;;0;;;;;
M.A.D. (USA);M.A.D. (USA);Atari 2600;;1982;U.S. Games Corporation;Shoot-'Em-Up;;;;;0;;;;;
M.A.S.H (USA);M.A.S.H (USA);Atari 2600;;1983;20th Century Fox Video Games;Shooter;;;;;0;;;;;
MagiCard (USA);MagiCard (USA);Atari 2600;;1981;Computer Magic - CommaVid;Utility;;;;;0;;;;;
Malagai (USA);Malagai (USA);Atari 2600;;1983;Answer Software Corporation - TY Associates;Maze;;;;;0;;;;;
Mangia' (USA);Mangia' (USA);Atari 2600;;1983;Spectravideo;Action;;;;;0;;;;;
Marauder (USA);Marauder (USA);Atari 2600;;1982;Tigervision;Shooter;;;;;0;;;;;
Marble Craze (USA) (Unl);Marble Craze (USA) (Unl);Atari 2600;;2002;XYPE & AtariAge - Paul Slocum;Maze;;;;;0;;;;;
Marine Wars (USA);Marine Wars (USA);Atari 2600;;1983;Konami;Shooter;;;;;0;;;;;
Mario Bros. (USA);Mario Bros. (USA);Atari 2600;;1983;Atari;Platform;;;;;0;;;;;
Master Builder (USA);Master Builder (USA);Atari 2600;;1983;Spectravideo;Action;;;;;0;;;;;
Masters of the Universe - The Power of He-Man (USA);Masters of the Universe - The Power of He-Man (USA);Atari 2600;;1983;M Network - INTV;Action;;;;;0;;;;;
Math Gran Prix (USA);Math Gran Prix (USA);Atari 2600;;1982;Atari;Educational;;;;;0;;;;;
Maze Craze - A Game of Cops 'n Robbers (USA);Maze Craze - A Game of Cops 'n Robbers (USA);Atari 2600;;1980;Atari;Maze;;;;;0;;;;;
Medieval Mayhem (USA) (Unl);Medieval Mayhem (USA) (Unl);Atari 2600;;2006;AtariAge - Darrell Spice Jr., David Vazquez & Erik Ehrling;Action;;;;;0;;;;;
Mega Force (USA);Mega Force (USA);Atari 2600;;1982;20th Century Fox Video Games;Shoot-'Em-Up;;;;;0;;;;;
MegaBoy (Brazil);MegaBoy (Brazil);Atari 2600;;1991;Dynacom;Educational;;;;;0;;;;;
MegaMania - A Space Nightmare (USA);MegaMania - A Space Nightmare (USA);Atari 2600;;1982;Activision;Shoot-'Em-Up;;;;;0;;;;;
Meltdown (USA) (Proto);Meltdown (USA) (Proto);Atari 2600;;1983;20th Century Fox Video Games - Videa;Puzzle;;;;;0;;;;;
Mental Kombat (USA) (Unl);Mental Kombat (USA) (Unl);Atari 2600;;2002;AtariAge - Simon Quernhorst;Puzzle;;;;;0;;;;;
Merlin's Walls (France) (Unl);Merlin's Walls (France) (Unl);Atari 2600;;1999;Ebivision;Maze;;;;;0;;;;;
Meteoroids (USA) (Proto);Meteoroids (USA) (Proto);Atari 2600;;1982;Arcadia Corporation;Shoot-'Em-Up;;;;;0;;;;;
Midnight Magic (USA);Midnight Magic (USA);Atari 2600;;1984;Atari;Pinball;;;;;0;;;;;
Millipede (USA);Millipede (USA);Atari 2600;;1984;Atari;Shoot-'Em-Up;;;;;0;;;;;
Mind Maze (USA) (Proto);Mind Maze (USA) (Proto);Atari 2600;;1984;Atari;Puzzle;;;;;0;;;;;
Mine Sweeper (USA) (Unl);Mine Sweeper (USA) (Unl);Atari 2600;;2006;Soren Gust;Strategy;;;;;0;;;;;
Miner 2049er - Starring Bounty Bob (USA);Miner 2049er - Starring Bounty Bob (USA);Atari 2600;;1982;Tigervision;Platform;;;;;0;;;;;
Miner 2049er Volume II (USA);Miner 2049er Volume II (USA);Atari 2600;;1983;Tigervision;Platform;;;;;0;;;;;
Mines of Minos (USA);Mines of Minos (USA);Atari 2600;;1982;CommaVid;Maze;;;;;0;;;;;
Miniature Golf (USA);Miniature Golf (USA);Atari 2600;;1979;Atari;Sports/Golf;;;;;0;;;;;
Missile Command (USA);Missile Command (USA);Atari 2600;;1981;Atari;Shooter;;;;;0;;;;;
Missile Control (Europe);Missile Control (Europe);Atari 2600;;1983;Video Gems;Shooter;;;;;0;;;;;
Mission 3,000 A.D. (Europe);Mission 3,000 A.D. (Europe);Atari 2600;;1983;Bit Corporation;Shoot-'Em-Up;;;;;0;;;;;
Mission Survive (Europe);Mission Survive (Europe);Atari 2600;;1983;Video Gems;Shooter;;;;;0;;;;;
Mogul Maniac (USA);Mogul Maniac (USA);Atari 2600;;1983;Amiga;Sports/Skiing;;;;;0;;;;;
Mondo Pong (USA) (Unl);Mondo Pong (USA) (Unl);Atari 2600;;1997;Piero Cavina;Ball & Paddle;;;;;0;;;;;
Montezuma's Revenge - Featuring Panama Joe (USA);Montezuma's Revenge - Featuring Panama Joe (USA);Atari 2600;;1984;Parker Brothers;Platform;;;;;0;;;;;
Moon Patrol (USA);Moon Patrol (USA);Atari 2600;;1983;Atari - GCC;Shooter;;;;;0;;;;;
Moonsweeper (USA);Moonsweeper (USA);Atari 2600;;1983;Imagic;Shoot-'Em-Up;;;;;0;;;;;
MotoRodeo (USA);MotoRodeo (USA);Atari 2600;;1990;Atari - Axlon;Driving;;;;;0;;;;;
Motocross (Europe);Motocross (Europe);Atari 2600;Around the World (Europe);1983;Suntek;Motorcycle;;;;;0;;;;;
Motocross Racer (USA);Motocross Racer (USA);Atari 2600;;1983;Xonox - K-Tel Software;Motorcycle;;;;;0;;;;;
Mountain King (USA);Mountain King (USA);Atari 2600;;1983;CBS Electronics;Platform;;;;;0;;;;;
Mouse Trap (USA);Mouse Trap (USA);Atari 2600;;1982;Coleco;Maze;;;;;0;;;;;
Mr. Do! (USA);Mr. Do! (USA);Atari 2600;;1983;Coleco;Action;;;;;0;;;;;
Mr. Do!'s Castle (USA);Mr. Do!'s Castle (USA);Atari 2600;;1984;Parker Brothers;Platform;;;;;0;;;;;
Mr. Postman (Europe);Mr. Postman (Europe);Atari 2600;;1983;Bit Corporation;Action;;;;;0;;;;;
Ms. Pac-Man (USA);Ms. Pac-Man (USA);Atari 2600;;1982;Atari - GCC;Maze;;;;;0;;;;;
Muncher (USA) (Unl);Muncher (USA) (Unl);Atari 2600;;2013;Rick Skrbina;Action;;;;;0;;;;;
Music Machine, The (USA);Music Machine, The (USA);Atari 2600;;1983;Sparrow - HomeComputer Software Co.;Action;;;;;0;;;;;
My Golf (Australia);My Golf (Australia);Atari 2600;;1990;HES;Sports/Golf;;;;;0;;;;;
Mysterious Thief, A (USA) (Proto);Mysterious Thief, A (USA) (Proto);Atari 2600;;1983;ZiMAG - Emag - Vidco;Platform;;;;;0;;;;;
Name This Game (USA);Name This Game (USA);Atari 2600;;1982;U.S. Games Corporation;Shooter;;;;;0;;;;;
Night Driver (USA);Night Driver (USA);Atari 2600;;1980;Atari;Driving;;;;;0;;;;;
Nightmare (Europe);Nightmare (Europe);Atari 2600;;1983;Sancho - Tang's Electronic Co.;Platform;;;;;0;;;;;
No Escape! (USA);No Escape! (USA);Atari 2600;;1982;Imagic;Action;;;;;0;;;;;
Nuts (Europe);Nuts (Europe);Atari 2600;;1983;TechnoVision;Shooter;;;;;0;;;;;
Obelix (USA);Obelix (USA);Atari 2600;;1983;Atari;Action;;;;;0;;;;;
Off Your Rocker (USA) (Proto);Off Your Rocker (USA) (Proto);Atari 2600;;1983;Amiga;Puzzle;;;;;0;;;;;
Off the Wall (USA);Off the Wall (USA);Atari 2600;;1989;Atari - Axlon;Breakout;;;;;0;;;;;
Official Frogger, The (USA);Official Frogger, The (USA);Atari 2600;;1983;Starpath Corporation;Action;;;;;0;;;;;
Oink! (USA);Oink! (USA);Atari 2600;;1982;Activision;Action;;;;;0;;;;;
Okie Dokie (USA) (Unl);Okie Dokie (USA) (Unl);Atari 2600;;1996;AtariAge - Bob Colbert;Puzzle;;;;;0;;;;;
Omega Race (USA);Omega Race (USA);Atari 2600;;1983;CBS Electronics;Shoot-'Em-Up;;;;;0;;;;;
Omicron (USA) (Unl);Omicron (USA) (Unl);Atari 2600;;2014;Simonne Serra;Action;;;;;0;;;;;
Open Sesame (Europe);Open Sesame (Europe);Atari 2600;;1982;Puzzy - Bit Corporation;Platform;;;;;0;;;;;
Oscar's Trash Race (USA);Oscar's Trash Race (USA);Atari 2600;;1983;Atari;Educational;;;;;0;;;;;
Othello (USA);Othello (USA);Atari 2600;;1980;Atari;Tabletop;;;;;0;;;;;
Out of Control (USA);Out of Control (USA);Atari 2600;;1983;Avalon Hill;Action;;;;;0;;;;;
Outlaw (USA);Outlaw (USA);Atari 2600;;1978;Atari;Shooter;;;;;0;;;;;
Oystron (USA) (Unl);Oystron (USA) (Unl);Atari 2600;;1998;XYPE & AtariAge - Piero Cavina;Shoot-'Em-Up;;;;;0;;;;;
Pac-Man (Atari) (USA);Pac-Man (Atari) (USA);Atari 2600;;1981;Atari;Maze;;;;;0;;;;;
Pac-Man (Ebivision) (France) (Unl);Pac-Man (Ebivision) (France) (Unl);Atari 2600;;1999;Ebivision;Maze;;;;;0;;;;;
Pac-Man 4K (USA) (Unl);Pac-Man 4K (USA) (Unl);Atari 2600;;2011;AtariAge - Dennis Debro;Maze;;;;;0;;;;;
Panda Chase (Europe);Panda Chase (Europe);Atari 2600;;1983;Homevision - Gem International Corp.;Platform;;;;;0;;;;;
Parachute (Europe);Parachute (Europe);Atari 2600;;1983;Homevision - Gem International Corp.;Action;;;;;0;;;;;
Party Mix (USA);Party Mix (USA);Atari 2600;;1983;Starpath Corporation;Mini-Games;;;;;0;;;;;
Peek-A-Boo (USA) (Proto);Peek-A-Boo (USA) (Proto);Atari 2600;;1984;Atari;Educational;;;;;0;;;;;
Pengo (USA);Pengo (USA);Atari 2600;;1983;Atari;Action;;;;;0;;;;;
Pepsi Invaders - Coke Wins (USA);Pepsi Invaders - Coke Wins (USA);Atari 2600;Space Invaders (USA);1983;Atari;Shoot-'Em-Up;;;;;0;;;;;
Pesco (France) (Unl);Pesco (France) (Unl);Atari 2600;;1999;Ebivision;Maze;;;;;0;;;;;
Pete Rose Baseball (USA);Pete Rose Baseball (USA);Atari 2600;;1988;Absolute Entertainment;Sports/Baseball;;;;;0;;;;;
Phantom II - Pirate (USA) (Unl);Phantom II - Pirate (USA) (Unl);Atari 2600;;2006;AtariAge - David Weavil;Mini-Games;;;;;0;;;;;
Phantom Tank (Europe);Phantom Tank (Europe);Atari 2600;;1982;Puzzy - Bit Corporation;Shooter;;;;;0;;;;;
Pharaoh's Curse (Germany);Pharaoh's Curse (Germany);Atari 2600;;1983;TechnoVision;Action;;;;;0;;;;;
Phaser Patrol (USA);Phaser Patrol (USA);Atari 2600;;1982;Arcadia Corporation;Shooter;;;;;0;;;;;
Philly Flasher (USA);Philly Flasher (USA);Atari 2600;Beat 'Em & Eat 'Em (USA);1982;PlayAround - J.H.M.;Mature;;;;;0;;;;;
Phoenix (USA);Phoenix (USA);Atari 2600;;1982;Atari - GCC;Shoot-'Em-Up;;;;;0;;;;;
Pick 'n' Pile (Europe);Pick 'n' Pile (Europe);Atari 2600;;1990;Salu - Ubi Soft;Puzzle;;;;;0;;;;;
Pick Up (USA) (Proto);Pick Up (USA) (Proto);Atari 2600;;1983;20th Century Fox Video Games;Action;;;;;0;;;;;
Picnic (USA);Picnic (USA);Atari 2600;;1982;U.S. Games Corporation;Action;;;;;0;;;;;
Piece o' Cake (USA);Piece o' Cake (USA);Atari 2600;;1982;U.S. Games Corporation;Action;;;;;0;;;;;
Pigs in Space - Starring Miss Piggy (USA);Pigs in Space - Starring Miss Piggy (USA);Atari 2600;;1983;Atari;Shoot-'Em-Up;;;;;0;;;;;
Pinata (USA) (Unl);Pinata (USA) (Unl);Atari 2600;;2014;Cybearg;Miscellaneous;;;;;0;;;;;
Pirate Special Edition (USA) (Unl);Pirate Special Edition (USA) (Unl);Atari 2600;;2007;AtariAge - David Weavil;Adventure;;;;;0;;;;;
Pitfall II - Lost Caverns (USA);Pitfall II - Lost Caverns (USA);Atari 2600;;1983;Activision;Platform;;;;;0;;;;;
Pitfall! - Pitfall Harry's Jungle Adventure (USA);Pitfall! - Pitfall Harry's Jungle Adventure (USA);Atari 2600;;1982;Activision;Platform;;;;;0;;;;;
Pizza Chef (USA) (Proto);Pizza Chef (USA) (Proto);Atari 2600;;1983;ZiMAG - Emag - Vidco;Action;;;;;0;;;;;
Planet Patrol (USA);Planet Patrol (USA);Atari 2600;;1982;Spectravision - Spectravideo;Shoot-'Em-Up;;;;;0;;;;;
Planet of the Apes (USA) (Proto);Planet of the Apes (USA) (Proto);Atari 2600;;1983;20th Century Fox Video Games;Action;;;;;0;;;;;
Plaque Attack (USA);Plaque Attack (USA);Atari 2600;;1983;Activision;Shoot-'Em-Up;;;;;0;;;;;
Pleiades (USA) (Proto);Pleiades (USA) (Proto);Atari 2600;;1983;UA Limited;Shoot-'Em-Up;;;;;0;;;;;
Poker Squares (USA) (Unl);Poker Squares (USA) (Unl);Atari 2600;;2005;AtariAge - Brian Watson;Casino;;;;;0;;;;;
Polaris (USA);Polaris (USA);Atari 2600;;1983;Tigervision;Shooter;;;;;0;;;;;
Pole Position (USA);Pole Position (USA);Atari 2600;;1983;Atari - GCC;Driving;;;;;0;;;;;
Polo (USA) (Proto);Polo (USA) (Proto);Atari 2600;;1978;Atari;Sports;;;;;0;;;;;
Pooyan (USA);Pooyan (USA);Atari 2600;;1983;Konami;Shooter;;;;;0;;;;;
Popeye (USA);Popeye (USA);Atari 2600;;1983;Parker Brothers;Platform;;;;;0;;;;;
Porky's (USA);Porky's (USA);Atari 2600;;1983;20th Century Fox - Lazer Micro Systems - Dunhill Electronic Media Corp.;Action;;;;;0;;;;;
Power Off! (France) (Unl);Power Off! (France) (Unl);Atari 2600;;2004;Ebivision;Platform;;;;;0;;;;;
Pressure Cooker (USA);Pressure Cooker (USA);Atari 2600;;1983;Activision;Action;;;;;0;;;;;
Pressure Gauge (USA) (Unl);Pressure Gauge (USA) (Unl);Atari 2600;;2000;John K. Harvey;Action;;;;;0;;;;;
Princess Rescue (USA) (Unl);Princess Rescue (USA) (Unl);Atari 2600;;2013;Chris Spry;Platform;;;;;0;;;;;
Private Eye (USA);Private Eye (USA);Atari 2600;;1983;Activision;Action;;;;;0;;;;;
Q-bert (USA);Q-bert (USA);Atari 2600;;1983;Parker Brothers;Action;;;;;0;;;;;
Q-bert's Qubes (USA);Q-bert's Qubes (USA);Atari 2600;;1984;Parker Brothers;Action;;;;;0;;;;;
Qb (USA) (Unl);Qb (USA) (Unl);Atari 2600;;2001;RetroActive & XYPE - Andrew Davie;Puzzle;;;;;0;;;;;
Quadrun (USA);Quadrun (USA);Atari 2600;;1983;Atari;Shooter;;;;;0;;;;;
Quest for Quintana Roo (USA);Quest for Quintana Roo (USA);Atari 2600;;1984;Sunrise Software;Action;;;;;0;;;;;
Quick Step! (USA);Quick Step! (USA);Atari 2600;;1983;Imagic;Puzzle;;;;;0;;;;;
Rabbit Transit (USA);Rabbit Transit (USA);Atari 2600;;1983;Starpath Corporation;Action;;;;;0;;;;;
Racing Car (Europe);Racing Car (Europe);Atari 2600;;1983;Home Vision - Gem International Corp. - R.J.P.G.;Driving;;;;;0;;;;;
Racquetball (USA);Racquetball (USA);Atari 2600;;1981;Apollo - Games by Apollo;Sports/Tennis;;;;;0;;;;;
Radar Lock (USA);Radar Lock (USA);Atari 2600;;1989;Atari;Shooter;;;;;0;;;;;
Raft Rider (USA);Raft Rider (USA);Atari 2600;;1982;U.S. Games Corporation;Action;;;;;0;;;;;
Raiders of the Lost Ark (USA);Raiders of the Lost Ark (USA);Atari 2600;;1982;Atari;Adventure;;;;;0;;;;;
Rainbow Invaders (USA) (Unl);Rainbow Invaders (USA) (Unl);Atari 2600;;2006;AtariAge - Silvio Mogno;Shoot-'Em-Up;;;;;0;;;;;
Ram It (USA);Ram It (USA);Atari 2600;;1982;Telesys;Shooter;;;;;0;;;;;
Rampage! (USA);Rampage! (USA);Atari 2600;;1989;Activision;Action;;;;;0;;;;;
Raster Fahndung (USA) (Unl);Raster Fahndung (USA) (Unl);Atari 2600;;2007;AtariAge - Simon Quernhorst;Puzzle;;;;;0;;;;;
Reactor (USA);Reactor (USA);Atari 2600;;1982;Parker Brothers;Action;;;;;0;;;;;
RealSports Baseball (USA);RealSports Baseball (USA);Atari 2600;;1982;Atari;Sports/Baseball;;;;;0;;;;;
RealSports Basketball (USA) (Proto);RealSports Basketball (USA) (Proto);Atari 2600;;1983;Atari;Sports/Basketball;;;;;0;;;;;
RealSports Boxing (USA);RealSports Boxing (USA);Atari 2600;;1987;Atari;Sports/Boxing;;;;;0;;;;;
RealSports Football (USA);RealSports Football (USA);Atari 2600;;1982;Atari;Sports/Football;;;;;0;;;;;
RealSports Soccer (USA);RealSports Soccer (USA);Atari 2600;;1983;Atari;Sports/Soccer;;;;;0;;;;;
RealSports Tennis (USA);RealSports Tennis (USA);Atari 2600;;1983;Atari - GCC;Sports/Tennis;;;;;0;;;;;
RealSports Volleyball (USA);RealSports Volleyball (USA);Atari 2600;;1982;Atari;Sports/Volleyball;;;;;0;;;;;
Reindeer Rescue (USA) (Unl);Reindeer Rescue (USA) (Unl);Atari 2600;;2006;AtariAge - Bob Montgomery & Nathan Strum;Action;;;;;0;;;;;
