#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Bugs Bunny (USA) (Proto);Bugs Bunny (USA) (Proto);Atari 2600;;1983;Atari;Action;;;;;0;;;;;
Bump 'n' Jump (USA);Bump 'n' Jump (USA);Atari 2600;;1983;M Network - INTV;Driving;;;;;0;;;;;
Bumper Bash (USA);Bumper Bash (USA);Atari 2600;;1983;Spectravideo;Pinball;;;;;0;;;;;
BurgerTime (USA);BurgerTime (USA);Atari 2600;;1982;M Network - INTV;Platform;;;;;0;;;;;
Burning Desire (Australia);Burning Desire (Australia);Atari 2600;;1982;Mystique - American Multiple Industries;Mature;;;;;0;;;;;
Cabbage Patch Kids - Adventures in the Park (USA) (Proto);Cabbage Patch Kids - Adventures in the Park (USA) (Proto);Atari 2600;;1984;Coleco;Platform;;;;;0;;;;;
Cakewalk (USA);Cakewalk (USA);Atari 2600;;1983;CommaVid;Action;;;;;0;;;;;
California Games (USA);California Games (USA);Atari 2600;;1987;Epyx;Sports;;;;;0;;;;;
Canyon Bomber (USA);Canyon Bomber (USA);Atari 2600;;1978;Atari;Shooter;;;;;0;;;;;
Carnival (USA);Carnival (USA);Atari 2600;;1982;Coleco;Shooter;;;;;0;;;;;
Casino (USA);Casino (USA);Atari 2600;;1978;Atari;Casino;;;;;0;;;;;
Cat Trax (USA) (Proto);Cat Trax (USA) (Proto);Atari 2600;;1983;UA Limited;Maze;;;;;0;;;;;
Cathouse Blues (USA);Cathouse Blues (USA);Atari 2600;Cathouse Blues (Australia);1982;PlayAround - J.H.M.;Mature;;;;;0;;;;;
Cave In (USA) (Unl);Cave In (USA) (Unl);Atari 2600;;2010;AtariAge - Steve Engelhardt;Adventure;;;;;0;;;;;
Caverns of Mars (USA);Caverns of Mars (USA);Atari 2600;;2004;Curt Vendel;Shooter;;;;;0;;;;;
Centipede (USA);Centipede (USA);Atari 2600;;1982;Atari - GCC;Shooter;;;;;0;;;;;
Challenge (Europe);Challenge (Europe);Atari 2600;;1980;Funvision - Fund. International Co.;Action;;;;;0;;;;;
Challenge of.... Nexar, The (USA);Challenge of.... Nexar, The (USA);Atari 2600;;1982;Spectravision - Spectravideo;Simulation;;;;;0;;;;;
Championship Soccer (USA);Championship Soccer (USA);Atari 2600;;1980;Atari;Sports/Soccer;;;;;0;;;;;
Chase the Chuckwagon (USA);Chase the Chuckwagon (USA);Atari 2600;;1983;Spectravideo - Video Games Industries Corporation;Maze;;;;;0;;;;;
Checkers (USA);Checkers (USA);Atari 2600;;1980;Activision;Board Games;;;;;0;;;;;
Cheese (USA) (Proto);Cheese (USA) (Proto);Atari 2600;;1982;Imagic;Action;;;;;0;;;;;
China Syndrome (USA);China Syndrome (USA);Atari 2600;;1982;Spectravision - Spectravideo;Action;;;;;0;;;;;
Chopper Command (USA);Chopper Command (USA);Atari 2600;;1982;Activision;Shooter;;;;;0;;;;;
Chuck Norris Superkicks (USA);Chuck Norris Superkicks (USA);Atari 2600;;1983;Xonox - K-Tel Software;Beat-'Em-Up;;;;;0;;;;;
Circus Atari (USA);Circus Atari (USA);Atari 2600;;1980;Atari;Breakout;;;;;0;;;;;
Climber 5 (USA) (Unl);Climber 5 (USA) (Unl);Atari 2600;;2004;XYPE & AtariAge - Dennis Debro;Action;;;;;0;;;;;
Coco Nuts (USA);Coco Nuts (USA);Atari 2600;;1982;Telesys;Action;;;;;0;;;;;
Codebreaker (USA);Codebreaker (USA);Atari 2600;;1978;Atari;Strategy;;;;;0;;;;;
Colony 7 (USA) (Unl);Colony 7 (USA) (Unl);Atari 2600;;2007;AtariAge - Manuel Rotschkar;Shooter;;;;;0;;;;;
Combat (USA);Combat (USA);Atari 2600;;1977;Atari;Shooter;;;;;0;;;;;
Combat Two (USA) (Proto);Combat Two (USA) (Proto);Atari 2600;;1982;Atari - GCC;Shooter;;;;;0;;;;;
Commando (USA);Commando (USA);Atari 2600;;1988;Activision;Shooter;;;;;0;;;;;
Commando Raid (USA);Commando Raid (USA);Atari 2600;;1982;U.S. Games Corporation;Shooter;;;;;0;;;;;
Communist Mutants from Space (USA);Communist Mutants from Space (USA);Atari 2600;;1982;Arcadia Corporation;Shooter;;;;;0;;;;;
CompuMate (USA);CompuMate (USA);Atari 2600;;1983;Spectravideo;Educational;;;;;0;;;;;
Computer Chess (USA) (Proto);Computer Chess (USA) (Proto);Atari 2600;;1978;Atari;Board Games;;;;;0;;;;;
Condor Attack (USA);Condor Attack (USA);Atari 2600;;1982;Ultravision;Shooter;;;;;0;;;;;
Confrontation (USA) (Proto);Confrontation (USA) (Proto);Atari 2600;;1983;Answer Software Corporation - TY Associates;Strategy;;;;;0;;;;;
Congo Bongo (USA);Congo Bongo (USA);Atari 2600;;1983;Sega - Beck-Tech;Platform;;;;;0;;;;;
Conquest of Mars (USA) (Unl);Conquest of Mars (USA) (Unl);Atari 2600;;2006;AtariAge - John W. Champeau;Shooter;;;;;0;;;;;
Cookie Monster Munch (USA);Cookie Monster Munch (USA);Atari 2600;;1983;Atari;Educational;;;;;0;;;;;
Cosmic Ark (USA);Cosmic Ark (USA);Atari 2600;;1982;Imagic;Shooter;;;;;0;;;;;
Cosmic Commuter (USA);Cosmic Commuter (USA);Atari 2600;;1984;Activision;Action;;;;;0;;;;;
Cosmic Creeps (USA);Cosmic Creeps (USA);Atari 2600;;1983;Telesys;Action;;;;;0;;;;;
Cosmic Invaders (USA) (Unl);Cosmic Invaders (USA) (Unl);Atari 2600;;2008;Neotokeo2001 & Atari2600land;Shoot-'Em-Up;;;;;0;;;;;
Cosmic Swarm (USA);Cosmic Swarm (USA);Atari 2600;;1982;CommaVid;Shoot-'Em-Up;;;;;0;;;;;
Crack'ed (USA) (Proto);Crack'ed (USA) (Proto);Atari 2600;;1988;Atari;Shooter;;;;;0;;;;;
Crackpots (USA);Crackpots (USA);Atari 2600;;1983;Activision;Shoot-'Em-Up;;;;;0;;;;;
Crash Dive (USA);Crash Dive (USA);Atari 2600;;1983;20th Century Fox Video Games;Shoot-'Em-Up;;;;;0;;;;;
Crazy Balloon (USA) (Unl);Crazy Balloon (USA) (Unl);Atari 2600;;2005;AtariAge - Manuel Rotschkar;Action;;;;;0;;;;;
Crazy Climber (USA);Crazy Climber (USA);Atari 2600;;1982;Atari;Climbing;;;;;0;;;;;
Crazy Valet (USA) (Unl);Crazy Valet (USA) (Unl);Atari 2600;;2000;AtariAge - Brian Prescott;Puzzle;;;;;0;;;;;
Criminal Persuit (Europe);Criminal Persuit (Europe);Atari 2600;Mysterious Thief, A (USA) (Proto);1983;Suntek;Platform;;;;;0;;;;;
Cross Force (USA);Cross Force (USA);Atari 2600;;1982;Spectravision - Spectravideo;Shoot-'Em-Up;;;;;0;;;;;
Crossbow (USA);Crossbow (USA);Atari 2600;;1988;Atari;Action;;;;;0;;;;;
Crypts of Chaos (USA);Crypts of Chaos (USA);Atari 2600;;1982;20th Century Fox Video Games;Maze;;;;;0;;;;;
Crystal Castles (USA);Crystal Castles (USA);Atari 2600;;1984;Atari;Action;;;;;0;;;;;
Cubicolor (USA) (Proto);Cubicolor (USA) (Proto);Atari 2600;;1982;Imagic;Puzzle;;;;;0;;;;;
Cubis (USA) (Unl);Cubis (USA) (Unl);Atari 2600;;1997;Hozer Video Games - Eckhard Stolberg;Puzzle;;;;;0;;;;;
Custer's Revenge (USA);Custer's Revenge (USA);Atari 2600;;1982;Mystique - American Multiple Industries;Mature;;;;;0;;;;;
Dancing Plate (Europe);Dancing Plate (Europe);Atari 2600;;1982;Puzzy - Bit Corporation;Action;;;;;0;;;;;
Dark Cavern (USA);Dark Cavern (USA);Atari 2600;;1982;M Network;Shooter;;;;;0;;;;;
Dark Chambers (USA);Dark Chambers (USA);Atari 2600;;1988;Atari;Action;;;;;0;;;;;
Dark Mage (USA) (Unl);Dark Mage (USA) (Unl);Atari 2600;;1997;AtariAge - Greg Troutman;Adventure;;;;;0;;;;;
Deadly Duck (USA);Deadly Duck (USA);Atari 2600;;1982;20th Century Fox Video Games - Sirius Software;Shooter;;;;;0;;;;;
Death Trap (USA);Death Trap (USA);Atari 2600;;1983;Avalon Hill;Shoot-'Em-Up;;;;;0;;;;;
Defender (USA);Defender (USA);Atari 2600;;1981;Atari;Shooter;;;;;0;;;;;
Demolition Herby (USA);Demolition Herby (USA);Atari 2600;;1983;Telesys;Driving;;;;;0;;;;;
Demon Attack (USA);Demon Attack (USA);Atari 2600;;1982;Imagic;Shooter;;;;;0;;;;;
Demons to Diamonds (USA);Demons to Diamonds (USA);Atari 2600;;1982;Atari;Shoot-'Em-Up;;;;;0;;;;;
Desert Falcon (USA);Desert Falcon (USA);Atari 2600;;1987;Atari;Shooter;;;;;0;;;;;
Dice Puzzle (Europe);Dice Puzzle (Europe);Atari 2600;;1983;Sancho - Tang's Electronic Co.;Puzzle;;;;;0;;;;;
Dig Dug (USA);Dig Dug (USA);Atari 2600;;1983;Atari - GCC;Action;;;;;0;;;;;
Dodge 'Em (USA);Dodge 'Em (USA);Atari 2600;;1980;Atari;Driving;;;;;0;;;;;
Dolphin (USA);Dolphin (USA);Atari 2600;;1983;Activision;Action;;;;;0;;;;;
Donald Duck's Speedboat (USA) (Proto);Donald Duck's Speedboat (USA) (Proto);Atari 2600;;1983;Atari;Action;;;;;0;;;;;
Donkey Kong (USA);Donkey Kong (USA);Atari 2600;;1982;Coleco;Platform;;;;;0;;;;;
Donkey Kong Junior (USA);Donkey Kong Junior (USA);Atari 2600;;1983;Coleco;Platform;;;;;0;;;;;
Double Dragon (USA);Double Dragon (USA);Atari 2600;;1989;Activision;Beat-'Em-Up;;;;;0;;;;;
Double Dunk (USA);Double Dunk (USA);Atari 2600;;1988;Atari;Sports/Basketball;;;;;0;;;;;
Dragon Defender (Europe);Dragon Defender (Europe);Atari 2600;Magic Carpet (Europe);1983;Suntek;Shooter;;;;;0;;;;;
Dragonfire (USA);Dragonfire (USA);Atari 2600;;1982;Imagic;Action;;;;;0;;;;;
Dragonstomper (USA);Dragonstomper (USA);Atari 2600;;1982;Starpath Corporation;Adventure;;;;;0;;;;;
Dragster (USA);Dragster (USA);Atari 2600;;1980;Activision;Driving;;;;;0;;;;;
Duck Attack (USA) (Unl);Duck Attack (USA) (Unl);Atari 2600;;2010;AtariAge - Will Nichols;Adventure;;;;;0;;;;;
Dukes of Hazzard (USA);Dukes of Hazzard (USA);Atari 2600;;1983;Atari;Driving;;;;;0;;;;;
Dukes of Hazzard (USA) (Proto);Dukes of Hazzard (USA) (Proto);Atari 2600;Stunt Cycle (USA) (Proto);1980;Atari;Driving;;;;;0;;;;;
Dumbo's Flying Circus (USA) (Proto);Dumbo's Flying Circus (USA) (Proto);Atari 2600;;1983;Atari;Action;;;;;0;;;;;
Dungeon (USA) (Unl);Dungeon (USA) (Unl);Atari 2600;;2009;AtariAge - David Weavil;Adventure;;;;;0;;;;;
E.T. - The Extra-Terrestrial (USA);E.T. - The Extra-Terrestrial (USA);Atari 2600;;1982;Atari;Adventure;;;;;0;;;;;
Earth Dies Screaming, The (USA);Earth Dies Screaming, The (USA);Atari 2600;;1983;20th Century Fox Video Games;Shoot-'Em-Up;;;;;0;;;;;
Edtris 2600 (USA) (Unl);Edtris 2600 (USA) (Unl);Atari 2600;;1995;Hozer Video Games - Ed Federmeyer;Puzzle;;;;;0;;;;;
Eggomania (USA);Eggomania (USA);Atari 2600;;1982;U.S. Games Corporation;Action;;;;;0;;;;;
Elevators Amiss (USA) (Unl);Elevators Amiss (USA) (Unl);Atari 2600;;2007;AtariAge - Bob & Tommy Montgomery;Platform;;;;;0;;;;;
Eli's Ladder (USA);Eli's Ladder (USA);Atari 2600;;1982;Simage;Educational;;;;;0;;;;;
Elk Attack (USA) (Proto);Elk Attack (USA) (Proto);Atari 2600;;1987;Atari;Action;;;;;0;;;;;
Encaved (USA) (Unl);Encaved (USA) (Unl);Atari 2600;;2007;AtariAge - Simon Quernhorst;Maze;;;;;0;;;;;
Encounter at L-5 (USA);Encounter at L-5 (USA);Atari 2600;;1982;Data Age;Shoot-'Em-Up;;;;;0;;;;;
Enduro (USA);Enduro (USA);Atari 2600;;1983;Activision;Driving;;;;;0;;;;;
Enigma Machine (USA) (Unl);Enigma Machine (USA) (Unl);Atari 2600;;2005;Hozer Video Games - Mark VandeWettering;Educational;;;;;0;;;;;
Entity, The (USA) (Proto);Entity, The (USA) (Proto);Atari 2600;;1983;20th Century Fox Video Games;Action;;;;;0;;;;;
Entombed (USA);Entombed (USA);Atari 2600;;1982;U.S. Games Corporation;Maze;;;;;0;;;;;
Escape from the Mindmaster (USA);Escape from the Mindmaster (USA);Atari 2600;;1982;Starpath Corporation;Maze;;;;;0;;;;;
Espial (USA);Espial (USA);Atari 2600;;1984;Tigervision;Shoot-'Em-Up;;;;;0;;;;;
Euchre (USA) (Unl);Euchre (USA) (Unl);Atari 2600;;2002;AtariAge - Erik Eid;Casino;;;;;0;;;;;
Evil Magician Returns (USA) (Unl);Evil Magician Returns (USA) (Unl);Atari 2600;;2009;Byte Knight;Adventure;;;;;0;;;;;
Exocet (Europe);Exocet (Europe);Atari 2600;;1982;Sancho - Tang's Electronic Co.;Shooter;;;;;0;;;;;
Extra Terrestrials (Canada);Extra Terrestrials (Canada);Atari 2600;;1984;Skill Screen Games;Maze;;;;;0;;;;;
Fall Down (USA) (Unl);Fall Down (USA) (Unl);Atari 2600;;2005;AtariAge - Aaron Curtis;Action;;;;;0;;;;;
Fantastic Voyage (USA);Fantastic Voyage (USA);Atari 2600;;1982;20th Century Fox Video Games;Shoot-'Em-Up;;;;;0;;;;;
Farmyard Fun (Europe);Farmyard Fun (Europe);Atari 2600;Play Farm (Europe);1983;Suntek;Action;;;;;0;;;;;
Fast Eddie (USA);Fast Eddie (USA);Atari 2600;;1982;20th Century Fox Video Games - Sirius Software;Platform;;;;;0;;;;;
Fast Food (USA);Fast Food (USA);Atari 2600;;1982;Telesys;Action;;;;;0;;;;;
Fatal Run (Europe);Fatal Run (Europe);Atari 2600;;1989;Atari - Sculptured Software;Driving;;;;;0;;;;;
Fathom (USA);Fathom (USA);Atari 2600;;1983;Imagic;Action;;;;;0;;;;;
Final Approach (USA);Final Approach (USA);Atari 2600;;1982;Apollo;Simulation;;;;;0;;;;;
Fire Fighter (USA);Fire Fighter (USA);Atari 2600;;1982;Imagic;Action;;;;;0;;;;;
Fire Fly (USA);Fire Fly (USA);Atari 2600;;1983;Mythicon;Shoot-'Em-Up;;;;;0;;;;;
Fireball (USA);Fireball (USA);Atari 2600;;1982;Arcadia Corporation;Breakout;;;;;0;;;;;
Firebug (Europe);Firebug (Europe);Atari 2600;Spinning Fireball (USA) (Proto);1983;Suntek;Action;;;;;0;;;;;
Fishing Derby (USA);Fishing Derby (USA);Atari 2600;;1980;Activision;Sports/Fishing;;;;;0;;;;;
Flag Capture (USA);Flag Capture (USA);Atari 2600;;1978;Atari;Puzzle;;;;;0;;;;;
FlapPing (USA) (Unl);FlapPing (USA) (Unl);Atari 2600;;2005;AtariAge - Kirk Israel;Ball & Paddle;;;;;0;;;;;
Flappy (USA) (Unl);Flappy (USA) (Unl);Atari 2600;;2014;Michael Hass;Action;;;;;0;;;;;
Flash Gordon (USA);Flash Gordon (USA);Atari 2600;;1983;20th Century Fox Video Games;Shoot-'Em-Up;;;;;0;;;;;
Football (USA);Football (USA);Atari 2600;;1978;Atari;Sports/Football;;;;;0;;;;;
Forest (Europe);Forest (Europe);Atari 2600;;1983;Sancho - Tang's Electronic Co.;Action;;;;;0;;;;;
Four-Play (USA) (Unl);Four-Play (USA) (Unl);Atari 2600;;2006;AtariAge - Zach Matley & Bob Montgomery;Board Games;;;;;0;;;;;
Frankenstein's Monster (USA);Frankenstein's Monster (USA);Atari 2600;;1983;Data Age;Platform;;;;;0;;;;;
Freeway (USA);Freeway (USA);Atari 2600;;1981;Activision;Action;;;;;0;;;;;
Frisco (Europe);Frisco (Europe);Atari 2600;;1983;Home Vision - Gem International Corp. - R.J.P.G.;Action;;;;;0;;;;;
Frog Pond (USA) (Proto);Frog Pond (USA) (Proto);Atari 2600;;1982;Atari;Action;;;;;0;;;;;
Frogger (USA);Frogger (USA);Atari 2600;;1982;Parker Brothers;Action;;;;;0;;;;;
Frogger II - Threeedeep! (USA);Frogger II - Threeedeep! (USA);Atari 2600;;1984;Parker Brothers;Action;;;;;0;;;;;
Frogs and Flies (USA);Frogs and Flies (USA);Atari 2600;;1982;M Network - INTV;Action;;;;;0;;;;;
Front Line (USA);Front Line (USA);Atari 2600;;1984;Coleco;Shooter;;;;;0;;;;;
Frostbite (USA);Frostbite (USA);Atari 2600;;1983;Activision;Puzzle;;;;;0;;;;;
Funky Fish (USA) (Proto);Funky Fish (USA) (Proto);Atari 2600;;1983;UA Limited;Shoot-'Em-Up;;;;;0;;;;;
G.I. Joe - Cobra Strike (USA);G.I. Joe - Cobra Strike (USA);Atari 2600;;1983;Parker Brothers;Shooter;;;;;0;;;;;
Galaxian (USA);Galaxian (USA);Atari 2600;;1983;Atari - GCC;Shoot-'Em-Up;;;;;0;;;;;
Gamma-Attack (USA);Gamma-Attack (USA);Atari 2600;;1983;Gammation;Shoot-'Em-Up;;;;;0;;;;;
Gangster Alley (USA);Gangster Alley (USA);Atari 2600;;1982;Spectravision - Spectravideo;Shooter;;;;;0;;;;;
Garfield (USA) (Proto);Garfield (USA) (Proto);Atari 2600;;1984;Atari;Platform;;;;;0;;;;;
Gas Hog (USA);Gas Hog (USA);Atari 2600;;1983;Spectravideo;Shoot-'Em-Up;;;;;0;;;;;
Gauntlet (USA);Gauntlet (USA);Atari 2600;;1983;Answer Software Corporation - TY Associates;Action;;;;;0;;;;;
