#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Blast Lacrosse (USA);Blast Lacrosse (USA);Sony PlayStation;;2001;Acclaim;Sports;;;;;0;;;;;
Blast Radius (USA);Blast Radius (USA);Sony PlayStation;;1999;Psygnosis;Shooter;;;;;0;;;;;
Blaster Master - Blasting Again (USA);Blaster Master - Blasting Again (USA);Sony PlayStation;;2000;Crave Entertainment;Action;;;;;0;;;;;
Blasto (USA);Blasto (USA);Sony PlayStation;;1998;SCEA;Action;;;;;0;;;;;
Blaze & Blade - Eternal Quest (Europe);Blaze & Blade - Eternal Quest (Europe);Sony PlayStation;;1999;Funsoft;Role-Playing;;;;;0;;;;;
Blazing Dragons (USA);Blazing Dragons (USA);Sony PlayStation;;1996;Crystal Dynamics;Adventure;;;;;0;;;;;
Block Buster (Europe);Block Buster (Europe);Sony PlayStation;;2003;Tamsoft;Action;;;;;0;;;;;
Blockids (USA);Blockids (USA);Sony PlayStation;;2003;Natsume;Puzzle;;;;;0;;;;;
Blood Lines (Europe);Blood Lines (Europe);Sony PlayStation;;1999;SCEE;Action;;;;;0;;;;;
Blood Omen - Legacy of Kain (USA);Blood Omen - Legacy of Kain (USA);Sony PlayStation;;1996;Activision;Adventure;;;;;0;;;;;
Bloody Roar (USA);Bloody Roar (USA);Sony PlayStation;;1998;SCEA;Fighter;;;;;0;;;;;
Bloody Roar II (USA);Bloody Roar II (USA);Sony PlayStation;;1999;SCEA;Fighter;;;;;0;;;;;
Blue's Big Musical (USA);Blue's Big Musical (USA);Sony PlayStation;;2001;THQ;Miscellaneous;;;;;0;;;;;
Board Game - Top Shop (USA);Board Game - Top Shop (USA);Sony PlayStation;;2001;A1 Games;Simulation;;;;;0;;;;;
Bob the Builder - Can We Fix It (USA);Bob the Builder - Can We Fix It (USA);Sony PlayStation;;2001;THQ;Miscellaneous;;;;;0;;;;;
Bogey - Dead 6 (USA);Bogey - Dead 6 (USA);Sony PlayStation;;1996;SCEA;Flying;;;;;0;;;;;
Bomberman - Party Edition (USA);Bomberman - Party Edition (USA);Sony PlayStation;;2000;Vatical Entertainment;Strategy;;;;;0;;;;;
Bomberman Fantasy Race (USA);Bomberman Fantasy Race (USA);Sony PlayStation;;1999;Atlus;Driving;;;;;0;;;;;
Bomberman Wars (Japan) (Translated En);Bomberman Wars (Japan) (Translated En);Sony PlayStation;;1998;Hudson;Strategy;;;;;0;;;;;
Bomberman World (USA);Bomberman World (USA);Sony PlayStation;;1999;Atlus;Action;;;;;0;;;;;
