#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Hokuto no Ken (Japan);Hokuto no Ken (Japan);Sega Master System;;1986;Sega;Beat-'Em-Up;;;;;0;;;;;
Home Alone (Europe);Home Alone (Europe);Sega Master System;;1993;Sega;Action;;;;;0;;;;;
Hook (Europe) (Proto);Hook (Europe) (Proto);Sega Master System;;1992;Spidersoft;Platform;;;;;0;;;;;
Hoshi wo Sagasite... (Japan) (Translated En);Hoshi wo Sagasite... (Japan) (Translated En);Sega Master System;;1988;Sega;Adventure;;;;;0;;;;;
Impossible Mission (Europe);Impossible Mission (Europe);Sega Master System;;1988;U.S. Gold;Adventure;;;;;0;;;;;
Incredible Crash Dummies, The (Europe);Incredible Crash Dummies, The (Europe);Sega Master System;;1993;Flying Edge;Action;;;;;0;;;;;
Incredible Hulk, The (Europe);Incredible Hulk, The (Europe);Sega Master System;;1994;U.S. Gold;Platform;;;;;0;;;;;
Indiana Jones and the Last Crusade (Europe);Indiana Jones and the Last Crusade (Europe);Sega Master System;;1990;U.S. Gold;Action;;;;;0;;;;;
James 'Buster' Douglas Knockout Boxing (USA);James 'Buster' Douglas Knockout Boxing (USA);Sega Master System;;1990;Sega;Sports/Boxing;;;;;0;;;;;
James Bond 007 - The Duel (Europe);James Bond 007 - The Duel (Europe);Sega Master System;;1993;Domark;Platform;;;;;0;;;;;
James Pond 2 - Codename RoboCod (Europe);James Pond 2 - Codename RoboCod (Europe);Sega Master System;;1991;U.S. Gold;Platform;;;;;0;;;;;
Joe Montana Football (USA, Europe);Joe Montana Football (USA, Europe);Sega Master System;;1990;Sega;Sports/Football;;;;;0;;;;;
Jungle Book, The (Europe);Jungle Book, The (Europe);Sega Master System;;1993;Virgin Interactive;Action;;;;;0;;;;;
Jurassic Park (Europe);Jurassic Park (Europe);Sega Master System;;1993;Sega;Adventure;;;;;0;;;;;
Kenseiden (USA, Europe);Kenseiden (USA, Europe);Sega Master System;;1988;Sega;Platform;;;;;0;;;;;
King's Quest - Quest for the Crown (USA);King's Quest - Quest for the Crown (USA);Sega Master System;;1989;Parker Bros.;Adventure;;;;;0;;;;;
Klax (Europe);Klax (Europe);Sega Master System;;1991;Tengen;Puzzle;;;;;0;;;;;
Krusty's Fun House (Europe);Krusty's Fun House (Europe);Sega Master System;;1992;Flying Edge;Puzzle;;;;;0;;;;;
Kung Fu Kid (USA, Europe);Kung Fu Kid (USA, Europe);Sega Master System;;1987;Sega;Platform;;;;;0;;;;;
Land of Illusion Starring Mickey Mouse (Europe);Land of Illusion Starring Mickey Mouse (Europe);Sega Master System;;1992;Sega;Platform;;;;;0;;;;;
Lander 2 (World) (Unl);Lander 2 (World) (Unl);Sega Master System;;2015;jmimu;Strategy;;;;;0;;;;;
Laser Ghost (Europe);Laser Ghost (Europe);Sega Master System;;1991;Sega;Gun;;;;;0;;;;;
Legend of Illusion Starring Mickey Mouse (Brazil);Legend of Illusion Starring Mickey Mouse (Brazil);Sega Master System;;1994;Aspect;Platform;;;;;0;;;;;
Lemmings (Europe);Lemmings (Europe);Sega Master System;;1992;Sega;Puzzle;;;;;0;;;;;
Lemmings 2 - The Tribes (World) (Proto);Lemmings 2 - The Tribes (World) (Proto);Sega Master System;;1994;Spidersoft;Puzzle;;;;;0;;;;;
Line of Fire (Europe);Line of Fire (Europe);Sega Master System;;1991;Sega;Shooter;;;;;0;;;;;
Lion King, The (Europe);Lion King, The (Europe);Sega Master System;;1994;Virgin Interactive;Platform;;;;;0;;;;;
Lord of the Sword (USA, Europe);Lord of the Sword (USA, Europe);Sega Master System;;1989;Sega;Adventure;;;;;0;;;;;
Lucky Dime Caper Starring Donald Duck, The (Europe);Lucky Dime Caper Starring Donald Duck, The (Europe);Sega Master System;;1991;Sega;Platform;;;;;0;;;;;
Mahjong Sengoku Jidai (Japan);Mahjong Sengoku Jidai (Japan);Sega Master System;;1987;Sanritsu;Mahjong;;;;;0;;;;;
Marble Madness (Europe);Marble Madness (Europe);Sega Master System;;1992;Virgin Interactive;Action;;;;;0;;;;;
Marksman Shooting & Trap Shooting (USA);Marksman Shooting & Trap Shooting (USA);Sega Master System;;1986;Sega;Gun;;;;;0;;;;;
Master of Darkness (Europe);Master of Darkness (Europe);Sega Master System;;1992;Sega;Action;;;;;0;;;;;
Masters of Combat (Europe);Masters of Combat (Europe);Sega Master System;;1993;Sega;Fighter;;;;;0;;;;;
Maze Hunter 3-D (USA, Europe);Maze Hunter 3-D (USA, Europe);Sega Master System;;1987;Sega;Action;;;;;0;;;;;
Megumi Rescue (Japan);Megumi Rescue (Japan);Sega Master System;;1988;Sega;Action;;;;;0;;;;;
Mercs (Europe);Mercs (Europe);Sega Master System;;1987;Sega;Shooter;;;;;0;;;;;
Michael Jackson's Moonwalker (USA, Europe);Michael Jackson's Moonwalker (USA, Europe);Sega Master System;;1989;Sega;Platform;;;;;0;;;;;
Mick & Mack as the Global Gladiators (Europe);Mick & Mack as the Global Gladiators (Europe);Sega Master System;;1992;Virgin Games;Platform;;;;;0;;;;;
Mickey's Ultimate Challenge (Brazil);Mickey's Ultimate Challenge (Brazil);Sega Master System;;1998;Designer Software;Action;;;;;0;;;;;
Micro Machines (Europe);Micro Machines (Europe);Sega Master System;;1993;Codemasters;Driving;;;;;0;;;;;
Miracle Warriors - Seal of the Dark Lord (USA, Europe);Miracle Warriors - Seal of the Dark Lord (USA, Europe);Sega Master System;;1988;Sega;Role-Playing;;;;;0;;;;;
Missile Defense 3-D (USA, Europe);Missile Defense 3-D (USA, Europe);Sega Master System;;1987;Sega;Gun;;;;;0;;;;;
Monica no Castelo do Dragao (Brazil);Monica no Castelo do Dragao (Brazil);Sega Master System;;1991;Tec Toy;Platform;;;;;0;;;;;
Monopoly (USA);Monopoly (USA);Sega Master System;;1988;Sega;Board Games;;;;;0;;;;;
Montezuma's Revenge Featuring Panama Joe (USA);Montezuma's Revenge Featuring Panama Joe (USA);Sega Master System;;1989;Parker Bros.;Adventure;;;;;0;;;;;
Mortal Kombat (Europe);Mortal Kombat (Europe);Sega Master System;;1993;Acclaim;Fighter;;;;;0;;;;;
Mortal Kombat 3 (Brazil);Mortal Kombat 3 (Brazil);Sega Master System;;1996;Midway;Fighter;;;;;0;;;;;
Mortal Kombat II (Europe);Mortal Kombat II (Europe);Sega Master System;;1994;Acclaim;Fighter;;;;;0;;;;;
Ms. Pac-Man (Europe);Ms. Pac-Man (Europe);Sega Master System;;1987;Tengen;Action;;;;;0;;;;;
My Hero (USA, Europe);My Hero (USA, Europe);Sega Master System;;1986;Sega;Beat-'Em-Up;;;;;0;;;;;
NBA Jam (Europe) (Proto);NBA Jam (Europe) (Proto);Sega Master System;;1994;Iguana Entertainment;Sports/Basketball;;;;;0;;;;;
Nekkyuu Koushien (Japan);Nekkyuu Koushien (Japan);Sega Master System;;1988;Sega;Sports/Baseball;;;;;0;;;;;
New Zealand Story, The (Europe);New Zealand Story, The (Europe);Sega Master System;;1992;TecMagik;Platform;;;;;0;;;;;
Ninja Gaiden (Europe);Ninja Gaiden (Europe);Sega Master System;;1988;Sega;Platform;;;;;0;;;;;
Ninja, The (USA, Europe);Ninja, The (USA, Europe);Sega Master System;;1987;Sega;Action;;;;;0;;;;;
Olympic Gold (Europe);Olympic Gold (Europe);Sega Master System;;1992;Sega;Sports/Olympic;;;;;0;;;;;
Operation Wolf (Europe);Operation Wolf (Europe);Sega Master System;;1988;Sega;Gun;;;;;0;;;;;
Ottifants, The (Europe);Ottifants, The (Europe);Sega Master System;;1993;Sega;Platform;;;;;0;;;;;
OutRun (World);OutRun (World);Sega Master System;;1987;Sega;Driving;;;;;0;;;;;
OutRun 3-D (Europe);OutRun 3-D (Europe);Sega Master System;;1991;Sega;Driving;;;;;0;;;;;
OutRun Europa (Europe);OutRun Europa (Europe);Sega Master System;;1991;U.S. Gold;Driving;;;;;0;;;;;
PGA Tour Golf (Europe);PGA Tour Golf (Europe);Sega Master System;;1993;Tengen;Sports/Golf;;;;;0;;;;;
Pac-Mania (Europe);Pac-Mania (Europe);Sega Master System;;1991;Namco;Action;;;;;0;;;;;
Paperboy (USA);Paperboy (USA);Sega Master System;;1990;Sega;Action;;;;;0;;;;;
Parlour Games (USA, Europe);Parlour Games (USA, Europe);Sega Master System;;1988;Sega;Party;;;;;0;;;;;
Pat Riley Basketball (USA) (Proto);Pat Riley Basketball (USA) (Proto);Sega Master System;;1990;Sega;Sports/Basketball;;;;;0;;;;;
Penguin Land (USA, Europe);Penguin Land (USA, Europe);Sega Master System;;1988;Sega;Puzzle;;;;;0;;;;;
Phantasy Star (USA, Europe);Phantasy Star (USA, Europe);Sega Master System;;1988;Tengen;Role-Playing;;;;;0;;;;;
Pit Fighter (Europe);Pit Fighter (Europe);Sega Master System;;1991;Domark;Beat-'Em-Up;;;;;0;;;;;
Populous (Europe);Populous (Europe);Sega Master System;;1991;TecMagik;Strategy;;;;;0;;;;;
Poseidon Wars 3-D (USA, Europe);Poseidon Wars 3-D (USA, Europe);Sega Master System;;1989;Sega;Action;;;;;0;;;;;
Power Strike (USA, Europe);Power Strike (USA, Europe);Sega Master System;;1988;Sega;Shooter;;;;;0;;;;;
Power Strike II (Europe);Power Strike II (Europe);Sega Master System;;1993;Sega;Shooter;;;;;0;;;;;
Predator 2 (Europe);Predator 2 (Europe);Sega Master System;;1991;Arena;Action;;;;;0;;;;;
Prince of Persia (Europe);Prince of Persia (Europe);Sega Master System;;1990;Sega;Platform;;;;;0;;;;;
Pro Wrestling (USA, Europe);Pro Wrestling (USA, Europe);Sega Master System;;1986;Sega;Sports/Wrestling;;;;;0;;;;;
Pro Yakyuu Pennant Race, The (Japan);Pro Yakyuu Pennant Race, The (Japan);Sega Master System;;1987;Sega;Sports/Baseball;;;;;0;;;;;
Psychic World (Europe);Psychic World (Europe);Sega Master System;;1991;Sega;Action;;;;;0;;;;;
Psycho Fox (USA, Europe);Psycho Fox (USA, Europe);Sega Master System;;1989;Sega;Platform;;;;;0;;;;;
Putt & Putter (Europe);Putt & Putter (Europe);Sega Master System;;1992;Sega;Sports/Golf;;;;;0;;;;;
Quartet (USA, Europe);Quartet (USA, Europe);Sega Master System;;1987;Sega;Platform;;;;;0;;;;;
Quest for the Shaven Yak Starring Ren Hoek & Stimpy (Brazil);Quest for the Shaven Yak Starring Ren Hoek & Stimpy (Brazil);Sega Master System;;1993;Realtime Associates;Platform;;;;;0;;;;;
R-Type (World);R-Type (World);Sega Master System;;1988;Sega;Shooter;;;;;0;;;;;
R.C. Grand Prix (USA, Europe);R.C. Grand Prix (USA, Europe);Sega Master System;;1989;Seismic;Driving;;;;;0;;;;;
